,DataSet,Vectorizer,Stopword removing,Punctuation removing,Morphing,Classifier,Accuracy,Precision,Recall,Fscore
207,IMDb,Count Vectorizer,off,on,lemmitizer,Decision Tree,0.6356275303643725,0.6641221374045801,0.6541353383458647,0.6590909090909092
208,IMDb,Count Vectorizer,off,on,stemmer,Decision Tree,0.6072874493927125,0.6363636363636364,0.631578947368421,0.6339622641509434
209,IMDb,Count Vectorizer,off,on,turned off,Decision Tree,0.5951417004048583,0.632,0.5939849624060151,0.6124031007751938
210,IMDb,Count Vectorizer,on,off,lemmitizer,Decision Tree,0.6720647773279352,0.7452830188679245,0.5939849624060151,0.6610878661087867
211,IMDb,Count Vectorizer,on,off,stemmer,Decision Tree,0.7004048582995951,0.7006802721088435,0.7744360902255639,0.7357142857142858
212,IMDb,Count Vectorizer,on,off,turned off,Decision Tree,0.7044534412955465,0.7631578947368421,0.6541353383458647,0.7044534412955465
213,IMDb,Count Vectorizer,off,off,lemmitizer,Decision Tree,0.6194331983805668,0.6511627906976745,0.631578947368421,0.6412213740458015
214,IMDb,Count Vectorizer,off,off,stemmer,Decision Tree,0.6194331983805668,0.656,0.6165413533834586,0.6356589147286821
215,IMDb,Count Vectorizer,off,off,turned off,Decision Tree,0.6437246963562753,0.6991150442477876,0.5939849624060151,0.6422764227642276
216,IMDb,Tfidf,on,on,lemmitizer,Random Forest,0.7449392712550608,0.85,0.6390977443609023,0.7296137339055794
217,IMDb,Tfidf,on,on,stemmer,Random Forest,0.7449392712550608,0.8240740740740741,0.6691729323308271,0.7385892116182573
218,IMDb,Tfidf,on,on,turned off,Random Forest,0.7327935222672065,0.819047619047619,0.6466165413533834,0.722689075630252
219,IMDb,Tfidf,off,on,lemmitizer,Random Forest,0.6923076923076923,0.7244094488188977,0.6917293233082706,0.7076923076923076
220,IMDb,Tfidf,off,on,stemmer,Random Forest,0.7044534412955465,0.7083333333333334,0.7669172932330827,0.7364620938628159
221,IMDb,Tfidf,off,on,turned off,Random Forest,0.6761133603238867,0.7054263565891473,0.6842105263157895,0.6946564885496184
222,IMDb,Tfidf,on,off,lemmitizer,Random Forest,0.7449392712550608,0.8431372549019608,0.6466165413533834,0.7319148936170213
223,IMDb,Tfidf,on,off,stemmer,Random Forest,0.7327935222672065,0.8252427184466019,0.6390977443609023,0.7203389830508473
224,IMDb,Tfidf,on,off,turned off,Random Forest,0.7327935222672065,0.819047619047619,0.6466165413533834,0.722689075630252
225,IMDb,Tfidf,off,off,lemmitizer,Random Forest,0.6923076923076923,0.708029197080292,0.7293233082706767,0.7185185185185184
226,IMDb,Tfidf,off,off,stemmer,Random Forest,0.6923076923076923,0.7244094488188977,0.6917293233082706,0.7076923076923076
227,IMDb,Tfidf,off,off,turned off,Random Forest,0.6437246963562753,0.6717557251908397,0.6616541353383458,0.6666666666666666
228,IMDb,Count Vectorizer,on,on,lemmitizer,Random Forest,0.728744939271255,0.7946428571428571,0.6691729323308271,0.726530612244898
229,IMDb,Count Vectorizer,on,on,stemmer,Random Forest,0.728744939271255,0.7704918032786885,0.706766917293233,0.7372549019607842
230,IMDb,Count Vectorizer,on,on,turned off,Random Forest,0.7044534412955465,0.7777777777777778,0.631578947368421,0.6970954356846473
231,IMDb,Count Vectorizer,off,on,lemmitizer,Random Forest,0.7206477732793523,0.7461538461538462,0.7293233082706767,0.7376425855513308
232,IMDb,Count Vectorizer,off,on,stemmer,Random Forest,0.7368421052631579,0.765625,0.7368421052631579,0.7509578544061302
233,IMDb,Count Vectorizer,off,on,turned off,Random Forest,0.7044534412955465,0.734375,0.706766917293233,0.7203065134099617
234,IMDb,Count Vectorizer,on,off,lemmitizer,Random Forest,0.7044534412955465,0.734375,0.706766917293233,0.7203065134099617
235,IMDb,Count Vectorizer,on,off,stemmer,Random Forest,0.708502024291498,0.7364341085271318,0.7142857142857143,0.7251908396946564
236,IMDb,Count Vectorizer,on,off,turned off,Random Forest,0.7246963562753036,0.7981651376146789,0.6541353383458647,0.71900826446281
237,IMDb,Count Vectorizer,off,off,lemmitizer,Random Forest,0.6882591093117408,0.71875,0.6917293233082706,0.7049808429118773
238,IMDb,Count Vectorizer,off,off,stemmer,Random Forest,0.757085020242915,0.7744360902255639,0.7744360902255639,0.7744360902255639
239,IMDb,Count Vectorizer,off,off,turned off,Random Forest,0.6923076923076923,0.7209302325581395,0.6992481203007519,0.7099236641221374
240,IMDb,Tfidf,on,on,lemmitizer,XGBoost,0.6558704453441295,0.6290322580645161,0.8796992481203008,0.7335423197492165
241,IMDb,Tfidf,on,on,stemmer,XGBoost,0.6882591093117408,0.7258064516129032,0.6766917293233082,0.7003891050583658
242,IMDb,Tfidf,on,on,turned off,XGBoost,0.6680161943319838,0.6321243523316062,0.9172932330827067,0.7484662576687117
243,IMDb,Tfidf,off,on,lemmitizer,XGBoost,0.6396761133603239,0.6692307692307692,0.6541353383458647,0.6615969581749049
244,IMDb,Tfidf,off,on,stemmer,XGBoost,0.6761133603238867,0.7086614173228346,0.6766917293233082,0.6923076923076923
245,IMDb,Tfidf,off,on,turned off,XGBoost,0.6356275303643725,0.6692913385826772,0.6390977443609023,0.6538461538461539
246,IMDb,Tfidf,on,off,lemmitizer,XGBoost,0.6720647773279352,0.7321428571428571,0.6165413533834586,0.6693877551020407
247,IMDb,Tfidf,on,off,stemmer,XGBoost,0.6680161943319838,0.704,0.6616541353383458,0.6821705426356589
248,IMDb,Tfidf,on,off,turned off,XGBoost,0.6720647773279352,0.6313131313131313,0.9398496240601504,0.755287009063444
249,IMDb,Tfidf,off,off,lemmitizer,XGBoost,0.659919028340081,0.7058823529411765,0.631578947368421,0.6666666666666667
250,IMDb,Tfidf,off,off,stemmer,XGBoost,0.6356275303643725,0.6747967479674797,0.6240601503759399,0.6484375000000001
251,IMDb,Tfidf,off,off,turned off,XGBoost,0.6234817813765182,0.6639344262295082,0.6090225563909775,0.6352941176470588
252,IMDb,Count Vectorizer,on,on,lemmitizer,XGBoost,0.6761133603238867,0.6417112299465241,0.9022556390977443,0.7500000000000001
253,IMDb,Count Vectorizer,on,on,stemmer,XGBoost,0.708502024291498,0.6631016042780749,0.9323308270676691,0.775
254,IMDb,Count Vectorizer,on,on,turned off,XGBoost,0.6680161943319838,0.6321243523316062,0.9172932330827067,0.7484662576687117
255,IMDb,Count Vectorizer,off,on,lemmitizer,XGBoost,0.6720647773279352,0.7131147540983607,0.6541353383458647,0.6823529411764705
256,IMDb,Count Vectorizer,off,on,stemmer,XGBoost,0.6963562753036437,0.7543859649122807,0.6466165413533834,0.6963562753036437
257,IMDb,Count Vectorizer,off,on,turned off,XGBoost,0.6558704453441295,0.6967213114754098,0.6390977443609023,0.6666666666666667
258,IMDb,Count Vectorizer,on,off,lemmitizer,XGBoost,0.6882591093117408,0.6428571428571429,0.9473684210526315,0.7659574468085106
259,IMDb,Count Vectorizer,on,off,stemmer,XGBoost,0.6923076923076923,0.7478260869565218,0.6466165413533834,0.6935483870967741
260,IMDb,Count Vectorizer,on,off,turned off,XGBoost,0.680161943319838,0.6377551020408163,0.9398496240601504,0.7598784194528875
261,IMDb,Count Vectorizer,off,off,lemmitizer,XGBoost,0.6356275303643725,0.6776859504132231,0.6165413533834586,0.6456692913385825
262,IMDb,Count Vectorizer,off,off,stemmer,XGBoost,0.6680161943319838,0.7339449541284404,0.6015037593984962,0.6611570247933884
263,IMDb,Count Vectorizer,off,off,turned off,XGBoost,0.631578947368421,0.6721311475409836,0.6165413533834586,0.6431372549019607
264,IMDb,Tfidf,on,on,lemmitizer,logreg_classifier,0.7773279352226721,0.7708333333333334,0.8345864661654135,0.8014440433212997
265,IMDb,Tfidf,on,on,stemmer,logreg_classifier,0.7813765182186235,0.7687074829931972,0.849624060150376,0.8071428571428572
266,IMDb,Tfidf,on,on,turned off,logreg_classifier,0.7732793522267206,0.7619047619047619,0.8421052631578947,0.8
267,IMDb,Tfidf,off,on,lemmitizer,logreg_classifier,0.7408906882591093,0.7379310344827587,0.8045112781954887,0.7697841726618705
268,IMDb,Tfidf,off,on,stemmer,logreg_classifier,0.7611336032388664,0.7569444444444444,0.8195488721804511,0.7870036101083032
269,IMDb,Tfidf,off,on,turned off,logreg_classifier,0.7449392712550608,0.7464788732394366,0.7969924812030075,0.7709090909090909
270,IMDb,Tfidf,on,off,lemmitizer,logreg_classifier,0.7773279352226721,0.7708333333333334,0.8345864661654135,0.8014440433212997
271,IMDb,Tfidf,on,off,stemmer,logreg_classifier,0.7975708502024291,0.7902097902097902,0.849624060150376,0.8188405797101449
272,IMDb,Tfidf,on,off,turned off,logreg_classifier,0.7692307692307693,0.7567567567567568,0.8421052631578947,0.797153024911032
273,IMDb,Tfidf,off,off,lemmitizer,logreg_classifier,0.7530364372469636,0.7535211267605634,0.8045112781954887,0.7781818181818182
274,IMDb,Tfidf,off,off,stemmer,logreg_classifier,0.7854251012145749,0.7816901408450704,0.8345864661654135,0.8072727272727273
275,IMDb,Tfidf,off,off,turned off,logreg_classifier,0.7651821862348178,0.7622377622377622,0.8195488721804511,0.7898550724637682
276,IMDb,Count Vectorizer,on,on,lemmitizer,logreg_classifier,0.7692307692307693,0.7878787878787878,0.7819548872180451,0.7849056603773584
277,IMDb,Count Vectorizer,on,on,stemmer,logreg_classifier,0.7894736842105263,0.8,0.8120300751879699,0.8059701492537314
278,IMDb,Count Vectorizer,on,on,turned off,logreg_classifier,0.7530364372469636,0.7686567164179104,0.7744360902255639,0.7715355805243446
279,IMDb,Count Vectorizer,off,on,lemmitizer,logreg_classifier,0.7246963562753036,0.7480916030534351,0.7368421052631579,0.7424242424242424
280,IMDb,Count Vectorizer,off,on,stemmer,logreg_classifier,0.757085020242915,0.7829457364341085,0.7593984962406015,0.7709923664122136
281,IMDb,Count Vectorizer,off,on,turned off,logreg_classifier,0.7206477732793523,0.753968253968254,0.7142857142857143,0.7335907335907336
282,IMDb,Count Vectorizer,on,off,lemmitizer,logreg_classifier,0.8016194331983806,0.8134328358208955,0.8195488721804511,0.8164794007490638
283,IMDb,Count Vectorizer,on,off,stemmer,logreg_classifier,0.7773279352226721,0.7910447761194029,0.7969924812030075,0.7940074906367041
284,IMDb,Count Vectorizer,on,off,turned off,logreg_classifier,0.7530364372469636,0.7769230769230769,0.7593984962406015,0.7680608365019013
285,IMDb,Count Vectorizer,off,off,lemmitizer,logreg_classifier,0.7327935222672065,0.7596899224806202,0.7368421052631579,0.7480916030534351
286,IMDb,Count Vectorizer,off,off,stemmer,logreg_classifier,0.757085020242915,0.792,0.7443609022556391,0.7674418604651163
287,IMDb,Count Vectorizer,off,off,turned off,logreg_classifier,0.7246963562753036,0.7559055118110236,0.7218045112781954,0.7384615384615384
288,Yelp,Tfidf,on,on,lemmitizer,NaiveBayes,0.7696969696969697,0.693069306930693,0.9090909090909091,0.7865168539325842
289,Yelp,Tfidf,on,on,stemmer,NaiveBayes,0.7787878787878788,0.7098445595854922,0.8896103896103896,0.7896253602305476
290,Yelp,Tfidf,on,on,turned off,NaiveBayes,0.7727272727272727,0.700507614213198,0.8961038961038961,0.7863247863247862
291,Yelp,Tfidf,off,on,lemmitizer,NaiveBayes,0.8121212121212121,0.7527472527472527,0.8896103896103896,0.8154761904761906
292,Yelp,Tfidf,off,on,stemmer,NaiveBayes,0.8181818181818182,0.7582417582417582,0.8961038961038961,0.8214285714285714
293,Yelp,Tfidf,off,on,turned off,NaiveBayes,0.8242424242424242,0.7666666666666667,0.8961038961038961,0.8263473053892216
294,Yelp,Tfidf,on,off,lemmitizer,NaiveBayes,0.7727272727272727,0.700507614213198,0.8961038961038961,0.7863247863247862
295,Yelp,Tfidf,on,off,stemmer,NaiveBayes,0.7666666666666667,0.6954314720812182,0.8896103896103896,0.7806267806267806
296,Yelp,Tfidf,on,off,turned off,NaiveBayes,0.7575757575757576,0.6831683168316832,0.8961038961038961,0.7752808988764045
297,Yelp,Tfidf,off,off,lemmitizer,NaiveBayes,0.8121212121212121,0.7527472527472527,0.8896103896103896,0.8154761904761906
298,Yelp,Tfidf,off,off,stemmer,NaiveBayes,0.8090909090909091,0.7513812154696132,0.8831168831168831,0.8119402985074627
299,Yelp,Tfidf,off,off,turned off,NaiveBayes,0.8121212121212121,0.7555555555555555,0.8831168831168831,0.8143712574850299
300,Yelp,Count Vectorizer,on,on,lemmitizer,NaiveBayes,0.7757575757575758,0.7127659574468085,0.8701298701298701,0.783625730994152
301,Yelp,Count Vectorizer,on,on,stemmer,NaiveBayes,0.7848484848484848,0.7243243243243244,0.8701298701298701,0.7905604719764012
302,Yelp,Count Vectorizer,on,on,turned off,NaiveBayes,0.7818181818181819,0.7180851063829787,0.8766233766233766,0.7894736842105263
303,Yelp,Count Vectorizer,off,on,lemmitizer,NaiveBayes,0.8,0.7558139534883721,0.8441558441558441,0.7975460122699386
304,Yelp,Count Vectorizer,off,on,stemmer,NaiveBayes,0.8090909090909091,0.7630057803468208,0.8571428571428571,0.8073394495412844
305,Yelp,Count Vectorizer,off,on,turned off,NaiveBayes,0.8,0.7558139534883721,0.8441558441558441,0.7975460122699386
306,Yelp,Count Vectorizer,on,off,lemmitizer,NaiveBayes,0.7636363636363637,0.7021276595744681,0.8571428571428571,0.7719298245614036
307,Yelp,Count Vectorizer,on,off,stemmer,NaiveBayes,0.7636363636363637,0.7043010752688172,0.8506493506493507,0.7705882352941177
308,Yelp,Count Vectorizer,on,off,turned off,NaiveBayes,0.7727272727272727,0.7112299465240641,0.8636363636363636,0.780058651026393
309,Yelp,Count Vectorizer,off,off,lemmitizer,NaiveBayes,0.806060606060606,0.7647058823529411,0.8441558441558441,0.8024691358024691
310,Yelp,Count Vectorizer,off,off,stemmer,NaiveBayes,0.806060606060606,0.7678571428571429,0.8376623376623377,0.8012422360248447
311,Yelp,Count Vectorizer,off,off,turned off,NaiveBayes,0.803030303030303,0.7664670658682635,0.8311688311688312,0.7975077881619937
312,Yelp,Tfidf,on,on,lemmitizer,Support Vector Machine,0.7666666666666667,0.7251461988304093,0.8051948051948052,0.763076923076923
313,Yelp,Tfidf,on,on,stemmer,Support Vector Machine,0.7787878787878788,0.7368421052631579,0.8181818181818182,0.7753846153846154
314,Yelp,Tfidf,on,on,turned off,Support Vector Machine,0.7727272727272727,0.7337278106508875,0.8051948051948052,0.7678018575851394
315,Yelp,Tfidf,off,on,lemmitizer,Support Vector Machine,0.8333333333333334,0.8074534161490683,0.8441558441558441,0.8253968253968254
316,Yelp,Tfidf,off,on,stemmer,Support Vector Machine,0.8424242424242424,0.81875,0.8506493506493507,0.8343949044585987
317,Yelp,Tfidf,off,on,turned off,Support Vector Machine,0.8454545454545455,0.8159509202453987,0.8636363636363636,0.8391167192429022
318,Yelp,Tfidf,on,off,lemmitizer,Support Vector Machine,0.7696969696969697,0.7349397590361446,0.7922077922077922,0.7625
319,Yelp,Tfidf,on,off,stemmer,Support Vector Machine,0.7757575757575758,0.7409638554216867,0.7987012987012987,0.7687500000000002
320,Yelp,Tfidf,on,off,turned off,Support Vector Machine,0.7575757575757576,0.725609756097561,0.7727272727272727,0.7484276729559748
321,Yelp,Tfidf,off,off,lemmitizer,Support Vector Machine,0.8484848484848485,0.825,0.8571428571428571,0.8407643312101911
322,Yelp,Tfidf,off,off,stemmer,Support Vector Machine,0.8424242424242424,0.8227848101265823,0.8441558441558441,0.8333333333333334
323,Yelp,Tfidf,off,off,turned off,Support Vector Machine,0.8454545454545455,0.8121212121212121,0.8701298701298701,0.8401253918495296
324,Yelp,Count Vectorizer,on,on,lemmitizer,Support Vector Machine,0.7787878787878788,0.7425149700598802,0.8051948051948052,0.7725856697819314
325,Yelp,Count Vectorizer,on,on,stemmer,Support Vector Machine,0.7787878787878788,0.7425149700598802,0.8051948051948052,0.7725856697819314
326,Yelp,Count Vectorizer,on,on,turned off,Support Vector Machine,0.796969696969697,0.7668711656441718,0.8116883116883117,0.7886435331230284
327,Yelp,Count Vectorizer,off,on,lemmitizer,Support Vector Machine,0.803030303030303,0.7633136094674556,0.8376623376623377,0.7987616099071208
328,Yelp,Count Vectorizer,off,on,stemmer,Support Vector Machine,0.8090909090909091,0.7791411042944786,0.8246753246753247,0.8012618296529967
329,Yelp,Count Vectorizer,off,on,turned off,Support Vector Machine,0.806060606060606,0.7710843373493976,0.8311688311688312,0.8
330,Yelp,Count Vectorizer,on,off,lemmitizer,Support Vector Machine,0.7484848484848485,0.7151515151515152,0.7662337662337663,0.7398119122257054
331,Yelp,Count Vectorizer,on,off,stemmer,Support Vector Machine,0.7636363636363637,0.7317073170731707,0.7792207792207793,0.7547169811320754
332,Yelp,Count Vectorizer,on,off,turned off,Support Vector Machine,0.7636363636363637,0.740506329113924,0.7597402597402597,0.7499999999999999
333,Yelp,Count Vectorizer,off,off,lemmitizer,Support Vector Machine,0.8212121212121212,0.7810650887573964,0.8571428571428571,0.8173374613003095
334,Yelp,Count Vectorizer,off,off,stemmer,Support Vector Machine,0.8151515151515152,0.7784431137724551,0.8441558441558441,0.8099688473520248
335,Yelp,Count Vectorizer,off,off,turned off,Support Vector Machine,0.8090909090909091,0.7692307692307693,0.8441558441558441,0.8049535603715171
336,Yelp,Tfidf,on,on,lemmitizer,Decision Tree,0.7272727272727273,0.7025316455696202,0.7207792207792207,0.7115384615384615
337,Yelp,Tfidf,on,on,stemmer,Decision Tree,0.7575757575757576,0.7534246575342466,0.7142857142857143,0.7333333333333334
338,Yelp,Tfidf,on,on,turned off,Decision Tree,0.7212121212121212,0.7094594594594594,0.6818181818181818,0.6953642384105959
339,Yelp,Tfidf,off,on,lemmitizer,Decision Tree,0.7757575757575758,0.7666666666666667,0.7467532467532467,0.7565789473684211
340,Yelp,Tfidf,off,on,stemmer,Decision Tree,0.7484848484848485,0.7320261437908496,0.7272727272727273,0.729641693811075
341,Yelp,Tfidf,off,on,turned off,Decision Tree,0.7848484848484848,0.7712418300653595,0.7662337662337663,0.7687296416938111
342,Yelp,Tfidf,on,off,lemmitizer,Decision Tree,0.7212121212121212,0.6987179487179487,0.7077922077922078,0.7032258064516129
343,Yelp,Tfidf,on,off,stemmer,Decision Tree,0.7242424242424242,0.7032258064516129,0.7077922077922078,0.7055016181229774
344,Yelp,Tfidf,on,off,turned off,Decision Tree,0.7424242424242424,0.7197452229299363,0.7337662337662337,0.7266881028938905
345,Yelp,Tfidf,off,off,lemmitizer,Decision Tree,0.7636363636363637,0.7878787878787878,0.6753246753246753,0.7272727272727273
346,Yelp,Tfidf,off,off,stemmer,Decision Tree,0.703030303030303,0.7028985507246377,0.6298701298701299,0.6643835616438356
347,Yelp,Tfidf,off,off,turned off,Decision Tree,0.7636363636363637,0.7714285714285715,0.7012987012987013,0.7346938775510204
348,Yelp,Count Vectorizer,on,on,lemmitizer,Decision Tree,0.6696969696969697,0.643312101910828,0.6558441558441559,0.6495176848874598
349,Yelp,Count Vectorizer,on,on,stemmer,Decision Tree,0.7212121212121212,0.7094594594594594,0.6818181818181818,0.6953642384105959
350,Yelp,Count Vectorizer,on,on,turned off,Decision Tree,0.703030303030303,0.6866666666666666,0.6688311688311688,0.6776315789473684
351,Yelp,Count Vectorizer,off,on,lemmitizer,Decision Tree,0.7606060606060606,0.8099173553719008,0.6363636363636364,0.7127272727272727
352,Yelp,Count Vectorizer,off,on,stemmer,Decision Tree,0.7575757575757576,0.7605633802816901,0.7012987012987013,0.7297297297297298
353,Yelp,Count Vectorizer,off,on,turned off,Decision Tree,0.7666666666666667,0.7730496453900709,0.7077922077922078,0.7389830508474576
354,Yelp,Count Vectorizer,on,off,lemmitizer,Decision Tree,0.6727272727272727,0.6513157894736842,0.6428571428571429,0.6470588235294118
355,Yelp,Count Vectorizer,on,off,stemmer,Decision Tree,0.6909090909090909,0.6830985915492958,0.6298701298701299,0.6554054054054054
356,Yelp,Count Vectorizer,on,off,turned off,Decision Tree,0.6848484848484848,0.668918918918919,0.6428571428571429,0.6556291390728477
357,Yelp,Count Vectorizer,off,off,lemmitizer,Decision Tree,0.7727272727272727,0.7801418439716312,0.7142857142857143,0.7457627118644068
358,Yelp,Count Vectorizer,off,off,stemmer,Decision Tree,0.7515151515151515,0.7571428571428571,0.6883116883116883,0.7210884353741497
359,Yelp,Count Vectorizer,off,off,turned off,Decision Tree,0.7484848484848485,0.7448275862068966,0.7012987012987013,0.7224080267558528
360,Yelp,Tfidf,on,on,lemmitizer,Random Forest,0.7909090909090909,0.8148148148148148,0.7142857142857143,0.7612456747404844
361,Yelp,Tfidf,on,on,stemmer,Random Forest,0.8,0.8188405797101449,0.7337662337662337,0.773972602739726
362,Yelp,Tfidf,on,on,turned off,Random Forest,0.803030303030303,0.8156028368794326,0.7467532467532467,0.7796610169491525
363,Yelp,Tfidf,off,on,lemmitizer,Random Forest,0.7909090909090909,0.7707006369426752,0.7857142857142857,0.7781350482315113
364,Yelp,Tfidf,off,on,stemmer,Random Forest,0.8,0.7784810126582279,0.7987012987012987,0.7884615384615383
365,Yelp,Tfidf,off,on,turned off,Random Forest,0.7545454545454545,0.738562091503268,0.7337662337662337,0.736156351791531
366,Yelp,Tfidf,on,off,lemmitizer,Random Forest,0.7818181818181819,0.8059701492537313,0.7012987012987013,0.75
367,Yelp,Tfidf,on,off,stemmer,Random Forest,0.803030303030303,0.8248175182481752,0.7337662337662337,0.7766323024054982
368,Yelp,Tfidf,on,off,turned off,Random Forest,0.7878787878787878,0.8134328358208955,0.7077922077922078,0.7569444444444444
369,Yelp,Tfidf,off,off,lemmitizer,Random Forest,0.8090909090909091,0.7791411042944786,0.8246753246753247,0.8012618296529967
370,Yelp,Tfidf,off,off,stemmer,Random Forest,0.803030303030303,0.7730061349693251,0.8181818181818182,0.7949526813880126
371,Yelp,Tfidf,off,off,turned off,Random Forest,0.7878787878787878,0.7592592592592593,0.7987012987012987,0.7784810126582278
372,Yelp,Count Vectorizer,on,on,lemmitizer,Random Forest,0.7696969696969697,0.7746478873239436,0.7142857142857143,0.7432432432432432
373,Yelp,Count Vectorizer,on,on,stemmer,Random Forest,0.7727272727272727,0.7801418439716312,0.7142857142857143,0.7457627118644068
374,Yelp,Count Vectorizer,on,on,turned off,Random Forest,0.7636363636363637,0.7923076923076923,0.6688311688311688,0.7253521126760563
375,Yelp,Count Vectorizer,off,on,lemmitizer,Random Forest,0.796969696969697,0.7668711656441718,0.8116883116883117,0.7886435331230284
376,Yelp,Count Vectorizer,off,on,stemmer,Random Forest,0.806060606060606,0.7960526315789473,0.7857142857142857,0.7908496732026143
377,Yelp,Count Vectorizer,off,on,turned off,Random Forest,0.806060606060606,0.7777777777777778,0.8181818181818182,0.7974683544303799
378,Yelp,Count Vectorizer,on,off,lemmitizer,Random Forest,0.7606060606060606,0.7819548872180451,0.6753246753246753,0.7247386759581881
379,Yelp,Count Vectorizer,on,off,stemmer,Random Forest,0.7575757575757576,0.7761194029850746,0.6753246753246753,0.7222222222222222
380,Yelp,Count Vectorizer,on,off,turned off,Random Forest,0.7545454545454545,0.7786259541984732,0.6623376623376623,0.7157894736842105
381,Yelp,Count Vectorizer,off,off,lemmitizer,Random Forest,0.796969696969697,0.7543859649122807,0.8376623376623377,0.7938461538461539
382,Yelp,Count Vectorizer,off,off,stemmer,Random Forest,0.8151515151515152,0.7888198757763976,0.8246753246753247,0.8063492063492065
383,Yelp,Count Vectorizer,off,off,turned off,Random Forest,0.803030303030303,0.7664670658682635,0.8311688311688312,0.7975077881619937
384,Yelp,Tfidf,on,on,lemmitizer,XGBoost,0.7787878787878788,0.8347107438016529,0.6558441558441559,0.7345454545454545
385,Yelp,Tfidf,on,on,stemmer,XGBoost,0.7545454545454545,0.8173913043478261,0.6103896103896104,0.6988847583643123
386,Yelp,Tfidf,on,on,turned off,XGBoost,0.7757575757575758,0.8389830508474576,0.6428571428571429,0.7279411764705883
387,Yelp,Tfidf,off,on,lemmitizer,XGBoost,0.7484848484848485,0.738255033557047,0.7142857142857143,0.7260726072607261
388,Yelp,Tfidf,off,on,stemmer,XGBoost,0.7545454545454545,0.7417218543046358,0.7272727272727273,0.7344262295081967
389,Yelp,Tfidf,off,on,turned off,XGBoost,0.7545454545454545,0.7417218543046358,0.7272727272727273,0.7344262295081967
390,Yelp,Tfidf,on,off,lemmitizer,XGBoost,0.7666666666666667,0.8290598290598291,0.6298701298701299,0.7158671586715868
391,Yelp,Tfidf,on,off,stemmer,XGBoost,0.7484848484848485,0.8256880733944955,0.5844155844155844,0.6844106463878327
392,Yelp,Tfidf,on,off,turned off,XGBoost,0.7545454545454545,0.8348623853211009,0.5909090909090909,0.6920152091254753
393,Yelp,Tfidf,off,off,lemmitizer,XGBoost,0.7484848484848485,0.7320261437908496,0.7272727272727273,0.729641693811075
394,Yelp,Tfidf,off,off,stemmer,XGBoost,0.7727272727272727,0.7724137931034483,0.7272727272727273,0.7491638795986623
395,Yelp,Tfidf,off,off,turned off,XGBoost,0.7393939393939394,0.7098765432098766,0.7467532467532467,0.7278481012658228
396,Yelp,Count Vectorizer,on,on,lemmitizer,XGBoost,0.7757575757575758,0.8448275862068966,0.6363636363636364,0.7259259259259259
397,Yelp,Count Vectorizer,on,on,stemmer,XGBoost,0.7545454545454545,0.8288288288288288,0.5974025974025974,0.6943396226415094
398,Yelp,Count Vectorizer,on,on,turned off,XGBoost,0.7666666666666667,0.8468468468468469,0.6103896103896104,0.709433962264151
399,Yelp,Count Vectorizer,off,on,lemmitizer,XGBoost,0.7606060606060606,0.7906976744186046,0.6623376623376623,0.7208480565371025
400,Yelp,Count Vectorizer,off,on,stemmer,XGBoost,0.7666666666666667,0.8031496062992126,0.6623376623376623,0.7259786476868327
401,Yelp,Count Vectorizer,off,on,turned off,XGBoost,0.7666666666666667,0.8031496062992126,0.6623376623376623,0.7259786476868327
402,Yelp,Count Vectorizer,on,off,lemmitizer,XGBoost,0.7666666666666667,0.8468468468468469,0.6103896103896104,0.709433962264151
403,Yelp,Count Vectorizer,on,off,stemmer,XGBoost,0.7606060606060606,0.8440366972477065,0.5974025974025974,0.699619771863118
404,Yelp,Count Vectorizer,on,off,turned off,XGBoost,0.7606060606060606,0.8440366972477065,0.5974025974025974,0.699619771863118
405,Yelp,Count Vectorizer,off,off,lemmitizer,XGBoost,0.7757575757575758,0.7898550724637681,0.7077922077922078,0.7465753424657534
406,Yelp,Count Vectorizer,off,off,stemmer,XGBoost,0.7757575757575758,0.7857142857142857,0.7142857142857143,0.7482993197278911
407,Yelp,Count Vectorizer,off,off,turned off,XGBoost,0.7787878787878788,0.8,0.7012987012987013,0.7474048442906576
408,Yelp,Tfidf,on,on,lemmitizer,logreg_classifier,0.7787878787878788,0.7368421052631579,0.8181818181818182,0.7753846153846154
409,Yelp,Tfidf,on,on,stemmer,logreg_classifier,0.7727272727272727,0.7257142857142858,0.8246753246753247,0.7720364741641338
410,Yelp,Tfidf,on,on,turned off,logreg_classifier,0.803030303030303,0.7602339181286549,0.8441558441558441,0.7999999999999999
411,Yelp,Tfidf,off,on,lemmitizer,logreg_classifier,0.8212121212121212,0.7878787878787878,0.8441558441558441,0.8150470219435736
412,Yelp,Tfidf,off,on,stemmer,logreg_classifier,0.8151515151515152,0.7751479289940828,0.8506493506493507,0.8111455108359134
413,Yelp,Tfidf,off,on,turned off,logreg_classifier,0.8212121212121212,0.7777777777777778,0.8636363636363636,0.8184615384615385
414,Yelp,Tfidf,on,off,lemmitizer,logreg_classifier,0.7727272727272727,0.7309941520467836,0.8116883116883117,0.7692307692307693
415,Yelp,Tfidf,on,off,stemmer,logreg_classifier,0.7666666666666667,0.7225433526011561,0.8116883116883117,0.764525993883792
416,Yelp,Tfidf,on,off,turned off,logreg_classifier,0.7848484848484848,0.7426900584795322,0.8246753246753247,0.7815384615384615
417,Yelp,Tfidf,off,off,lemmitizer,logreg_classifier,0.8181818181818182,0.7764705882352941,0.8571428571428571,0.8148148148148148
